timestamp,name,loc,duration,tag,rank
1736345262076.23,optimizer_step,none,19.79,,0
1736345262106.89,epoch_10_1000,none,5163.83,,0
1736345262107.00,wait_valid_batch,none,0.00,,0
1736345262107.16,batch_10_000_32,none,159.73,finish,0
1736345262107.16,global_batch_10_000_500,none,2581.50,finish,0
1736345262266.94,wait_valid_batch,none,0.00,,0
1736345262267.10,batch_10_001_32,none,163.12,finish,0
1736345262430.29,wait_valid_batch,none,0.00,,0
1736345262430.44,batch_10_002_32,none,163.20,finish,0
1736345262593.70,wait_valid_batch,none,0.00,,0
1736345262593.84,batch_10_003_32,none,163.17,finish,0
1736345262757.07,wait_valid_batch,none,0.00,,0
1736345262757.21,batch_10_004_32,none,163.22,finish,0
1736345262920.49,wait_valid_batch,none,0.00,,0
1736345262920.64,batch_10_005_32,none,163.17,finish,0
1736345263083.86,wait_valid_batch,none,0.00,,0
1736345263084.01,batch_10_006_32,none,163.14,finish,0
1736345263247.20,wait_valid_batch,none,0.00,,0
1736345263247.35,batch_10_007_32,none,163.09,finish,0
1736345263410.49,wait_valid_batch,none,0.00,,0
1736345263410.64,batch_10_008_32,none,163.10,finish,0
1736345263573.79,wait_valid_batch,none,0.00,,0
1736345263573.93,batch_10_009_32,none,163.00,finish,0
1736345263737.00,wait_valid_batch,none,0.00,,0
1736345263737.14,batch_10_010_32,none,163.04,finish,0
1736345263900.24,wait_valid_batch,none,0.00,,0
1736345263900.38,batch_10_011_32,none,163.02,finish,0
1736345264063.45,wait_valid_batch,none,0.00,,0
1736345264063.60,batch_10_012_32,none,163.09,finish,0
1736345264226.75,wait_valid_batch,none,0.00,,0
1736345264226.89,batch_10_013_32,none,163.08,finish,0
1736345264390.03,wait_valid_batch,none,0.00,,0
1736345264390.18,batch_10_014_32,none,163.26,finish,0
1736345264553.53,wait_valid_batch,none,0.01,,0
1736345264553.70,batch_10_015_20,none,134.94,finish,0
1736345264658.14,optimizer_step,none,19.72,,0
1736345264688.71,wait_valid_batch,none,0.00,,0
1736345264688.88,batch_10_016_32,none,159.72,finish,0
1736345264688.88,global_batch_10_016_500,none,2581.78,finish,0
1736345264848.65,wait_valid_batch,none,0.00,,0
1736345264848.80,batch_10_017_32,none,163.10,finish,0
1736345265011.95,wait_valid_batch,none,0.00,,0
1736345265012.10,batch_10_018_32,none,163.06,finish,0
1736345265175.22,wait_valid_batch,none,0.00,,0
1736345265175.36,batch_10_019_32,none,163.04,finish,0
1736345265338.45,wait_valid_batch,none,0.00,,0
1736345265338.60,batch_10_020_32,none,163.09,finish,0
1736345265501.73,wait_valid_batch,none,0.00,,0
1736345265501.88,batch_10_021_32,none,163.11,finish,0
1736345265665.04,wait_valid_batch,none,0.00,,0
1736345265665.19,batch_10_022_32,none,163.05,finish,0
1736345265828.28,wait_valid_batch,none,0.00,,0
1736345265828.43,batch_10_023_32,none,163.07,finish,0
1736345265991.55,wait_valid_batch,none,0.00,,0
1736345265991.70,batch_10_024_32,none,163.07,finish,0
1736345266154.82,wait_valid_batch,none,0.00,,0
1736345266154.98,batch_10_025_32,none,163.09,finish,0
1736345266318.11,wait_valid_batch,none,0.00,,0
1736345266318.26,batch_10_026_32,none,163.15,finish,0
1736345266481.46,wait_valid_batch,none,0.00,,0
1736345266481.61,batch_10_027_32,none,163.18,finish,0
1736345266644.83,wait_valid_batch,none,0.00,,0
1736345266644.99,batch_10_028_32,none,163.30,finish,0
1736345266808.34,wait_valid_batch,none,0.00,,0
1736345266808.49,batch_10_029_32,none,163.32,finish,0
1736345266971.86,wait_valid_batch,none,0.00,,0
1736345266972.01,batch_10_030_32,none,163.28,finish,0
1736345267135.35,wait_valid_batch,none,0.00,,0
1736345267135.51,batch_10_031_20,none,135.13,finish,0
1736345267240.08,optimizer_step,none,19.79,,0
1736345267270.77,epoch_11_1000,none,5164.14,,0
1736345267270.86,wait_valid_batch,none,0.05,,0
1736345267271.09,batch_11_000_32,none,159.93,finish,0
1736345267271.09,global_batch_11_000_500,none,2581.64,finish,0
1736345267431.07,wait_valid_batch,none,0.00,,0
1736345267431.22,batch_11_001_32,none,163.09,finish,0
1736345267594.35,wait_valid_batch,none,0.00,,0
1736345267594.50,batch_11_002_32,none,163.12,finish,0
1736345267757.67,wait_valid_batch,none,0.00,,0
1736345267757.81,batch_11_003_32,none,163.08,finish,0
1736345267920.94,wait_valid_batch,none,0.00,,0
1736345267921.09,batch_11_004_32,none,163.11,finish,0
1736345268084.25,wait_valid_batch,none,0.00,,0
1736345268084.40,batch_11_005_32,none,163.12,finish,0
1736345268247.58,wait_valid_batch,none,0.00,,0
1736345268247.73,batch_11_006_32,none,163.10,finish,0
1736345268410.88,wait_valid_batch,none,0.00,,0
1736345268411.03,batch_11_007_32,none,163.09,finish,0
1736345268574.17,wait_valid_batch,none,0.00,,0
1736345268574.32,batch_11_008_32,none,163.08,finish,0
1736345268737.44,wait_valid_batch,none,0.00,,0
1736345268737.59,batch_11_009_32,none,163.14,finish,0
1736345268900.78,wait_valid_batch,none,0.00,,0
1736345268900.93,batch_11_010_32,none,163.16,finish,0
1736345269064.14,wait_valid_batch,none,0.00,,0
1736345269064.28,batch_11_011_32,none,163.19,finish,0
1736345269227.53,wait_valid_batch,none,0.00,,0
1736345269227.68,batch_11_012_32,none,163.16,finish,0
1736345269390.89,wait_valid_batch,none,0.00,,0
1736345269391.04,batch_11_013_32,none,163.11,finish,0
1736345269554.20,wait_valid_batch,none,0.00,,0
1736345269554.35,batch_11_014_32,none,163.28,finish,0
1736345269717.68,wait_valid_batch,none,0.00,,0
1736345269717.84,batch_11_015_20,none,134.88,finish,0
1736345269822.21,optimizer_step,none,19.75,,0
1736345269852.78,wait_valid_batch,none,0.00,,0
1736345269852.94,batch_11_016_32,none,159.99,finish,0
1736345269852.95,global_batch_11_016_500,none,2581.91,finish,0
1736345270013.00,wait_valid_batch,none,0.00,,0
1736345270013.15,batch_11_017_32,none,163.17,finish,0
1736345270176.37,wait_valid_batch,none,0.00,,0
1736345270176.52,batch_11_018_32,none,163.14,finish,0
1736345270339.71,wait_valid_batch,none,0.00,,0
1736345270339.85,batch_11_019_32,none,163.17,finish,0
1736345270503.08,wait_valid_batch,none,0.00,,0
1736345270503.23,batch_11_020_32,none,163.10,finish,0
1736345270666.38,wait_valid_batch,none,0.00,,0
1736345270666.53,batch_11_021_32,none,163.17,finish,0
1736345270829.75,wait_valid_batch,none,0.00,,0
1736345270829.90,batch_11_022_32,none,163.15,finish,0
1736345270993.10,wait_valid_batch,none,0.00,,0
1736345270993.25,batch_11_023_32,none,163.16,finish,0
1736345271156.46,wait_valid_batch,none,0.00,,0
1736345271156.60,batch_11_024_32,none,163.18,finish,0
1736345271319.84,wait_valid_batch,none,0.00,,0
1736345271319.99,batch_11_025_32,none,163.12,finish,0
1736345271483.16,wait_valid_batch,none,0.00,,0
1736345271483.31,batch_11_026_32,none,163.10,finish,0
1736345271646.45,wait_valid_batch,none,0.00,,0
1736345271646.60,batch_11_027_32,none,163.13,finish,0
1736345271809.79,wait_valid_batch,none,0.00,,0
1736345271809.93,batch_11_028_32,none,163.04,finish,0
1736345271973.02,wait_valid_batch,none,0.00,,0
1736345271973.17,batch_11_029_32,none,163.10,finish,0
1736345272136.32,wait_valid_batch,none,0.00,,0
1736345272136.47,batch_11_030_32,none,163.04,finish,0
1736345272299.56,wait_valid_batch,none,0.00,,0
1736345272299.72,batch_11_031_20,none,135.12,finish,0
1736345272404.86,optimizer_step,none,19.28,,0
1736345272434.96,epoch_12_1000,none,5169.36,,0
1736345272435.04,wait_valid_batch,none,0.00,,0
1736345272435.21,batch_12_000_32,none,160.24,finish,0
1736345272435.21,global_batch_12_000_500,none,2584.69,finish,0
1736345272595.51,wait_valid_batch,none,0.00,,0
1736345272595.66,batch_12_001_32,none,163.40,finish,0
1736345272759.12,wait_valid_batch,none,0.00,,0
1736345272759.27,batch_12_002_32,none,163.47,finish,0
1736345272922.80,wait_valid_batch,none,0.00,,0
1736345272922.95,batch_12_003_32,none,163.45,finish,0
1736345273086.45,wait_valid_batch,none,0.00,,0
1736345273086.60,batch_12_004_32,none,163.47,finish,0
1736345273250.13,wait_valid_batch,none,0.00,,0
1736345273250.28,batch_12_005_32,none,163.40,finish,0
1736345273413.73,wait_valid_batch,none,0.00,,0
1736345273413.88,batch_12_006_32,none,163.34,finish,0
1736345273577.27,wait_valid_batch,none,0.00,,0
1736345273577.41,batch_12_007_32,none,163.19,finish,0
1736345273740.65,wait_valid_batch,none,0.00,,0
1736345273740.80,batch_12_008_32,none,163.25,finish,0
1736345273904.09,wait_valid_batch,none,0.01,,0
1736345273904.24,batch_12_009_32,none,163.21,finish,0
1736345274067.51,wait_valid_batch,none,0.00,,0
1736345274067.66,batch_12_010_32,none,163.26,finish,0
1736345274230.98,wait_valid_batch,none,0.00,,0
1736345274231.13,batch_12_011_32,none,163.17,finish,0
1736345274394.35,wait_valid_batch,none,0.00,,0
1736345274394.50,batch_12_012_32,none,163.22,finish,0
1736345274557.78,wait_valid_batch,none,0.00,,0
1736345274557.92,batch_12_013_32,none,163.18,finish,0
1736345274721.15,wait_valid_batch,none,0.00,,0
1736345274721.29,batch_12_014_32,none,163.28,finish,0
1736345274884.62,wait_valid_batch,none,0.23,,0
1736345274885.02,batch_12_015_20,none,134.86,finish,0
1736345274989.47,optimizer_step,none,19.67,,0
1736345275019.95,wait_valid_batch,none,0.00,,0
1736345275020.12,batch_12_016_32,none,159.85,finish,0
1736345275020.12,global_batch_12_016_500,none,2584.14,finish,0
1736345275180.02,wait_valid_batch,none,0.00,,0
1736345275180.17,batch_12_017_32,none,163.63,finish,0
1736345275343.85,wait_valid_batch,none,0.00,,0
1736345275344.00,batch_12_018_32,none,163.19,finish,0
1736345275507.24,wait_valid_batch,none,0.00,,0
1736345275507.39,batch_12_019_32,none,163.17,finish,0
1736345275670.61,wait_valid_batch,none,0.00,,0
1736345275670.76,batch_12_020_32,none,163.21,finish,0
1736345275834.03,wait_valid_batch,none,0.00,,0
1736345275834.17,batch_12_021_32,none,163.18,finish,0
1736345275997.40,wait_valid_batch,none,0.00,,0
1736345275997.55,batch_12_022_32,none,163.15,finish,0
1736345276160.75,wait_valid_batch,none,0.00,,0
1736345276160.90,batch_12_023_32,none,163.23,finish,0
1736345276324.18,wait_valid_batch,none,0.00,,0
1736345276324.33,batch_12_024_32,none,163.18,finish,0
1736345276487.55,wait_valid_batch,none,0.00,,0
1736345276487.70,batch_12_025_32,none,163.15,finish,0
1736345276650.90,wait_valid_batch,none,0.01,,0
1736345276651.06,batch_12_026_32,none,163.34,finish,0
1736345276814.46,wait_valid_batch,none,0.00,,0
1736345276814.60,batch_12_027_32,none,163.31,finish,0
1736345276977.98,wait_valid_batch,none,0.00,,0
1736345276978.12,batch_12_028_32,none,163.24,finish,0
1736345277141.42,wait_valid_batch,none,0.00,,0
1736345277141.57,batch_12_029_32,none,163.35,finish,0
1736345277304.98,wait_valid_batch,none,0.00,,0
1736345277305.13,batch_12_030_32,none,163.39,finish,0
1736345277468.57,wait_valid_batch,none,0.00,,0
1736345277468.73,batch_12_031_20,none,135.51,finish,0
1736345277573.88,optimizer_step,none,19.70,,0
1736345277604.36,epoch_13_1000,none,5260.19,,0
1736345277604.45,wait_valid_batch,none,0.00,,0
1736345277604.61,batch_13_000_32,none,160.22,finish,0
1736345277604.61,global_batch_13_000_500,none,2583.01,finish,0
1736345277764.87,wait_valid_batch,none,0.00,,0
1736345277765.03,batch_13_001_32,none,163.24,finish,0
1736345277928.32,wait_valid_batch,none,0.00,,0
1736345277928.47,batch_13_002_32,none,163.30,finish,0
1736345278091.81,wait_valid_batch,none,0.00,,0
1736345278091.97,batch_13_003_32,none,163.22,finish,0
1736345278255.24,wait_valid_batch,none,0.00,,0
1736345278255.39,batch_13_004_32,none,163.14,finish,0
1736345278418.57,wait_valid_batch,none,0.00,,0
1736345278418.73,batch_13_005_32,none,163.21,finish,0
1736345278581.99,wait_valid_batch,none,0.00,,0
1736345278582.14,batch_13_006_32,none,163.13,finish,0
1736345278745.32,wait_valid_batch,none,0.00,,0
1736345278745.47,batch_13_007_32,none,163.15,finish,0
1736345278908.67,wait_valid_batch,none,0.00,,0
1736345278908.81,batch_13_008_32,none,163.20,finish,0
1736345279072.06,wait_valid_batch,none,0.00,,0
1736345279072.21,batch_13_009_32,none,163.15,finish,0
1736345279235.41,wait_valid_batch,none,0.00,,0
1736345279235.55,batch_13_010_32,none,163.17,finish,0
1736345279398.77,wait_valid_batch,none,0.00,,0
1736345279398.92,batch_13_011_32,none,163.21,finish,0
1736345279562.17,wait_valid_batch,none,0.00,,0
1736345279562.32,batch_13_012_32,none,163.25,finish,0
1736345279725.63,wait_valid_batch,none,0.00,,0
1736345279725.77,batch_13_013_32,none,163.20,finish,0
1736345279889.02,wait_valid_batch,none,0.00,,0
1736345279889.17,batch_13_014_32,none,163.25,finish,0
1736345280052.47,wait_valid_batch,none,0.00,,0
1736345280052.63,batch_13_015_20,none,134.97,finish,0
1736345280157.20,optimizer_step,none,19.69,,0
1736345280187.67,wait_valid_batch,none,0.00,,0
1736345280187.84,batch_13_016_32,none,159.94,finish,0
1736345280187.84,global_batch_13_016_500,none,2676.65,finish,0
1736345280347.84,wait_valid_batch,none,0.00,,0
1736345280347.99,batch_13_017_32,none,163.23,finish,0
1736345280511.28,wait_valid_batch,none,0.00,,0
1736345280511.43,batch_13_018_32,none,163.20,finish,0
1736345280674.69,wait_valid_batch,none,0.00,,0
1736345280674.83,batch_13_019_32,none,163.20,finish,0
1736345280838.09,wait_valid_batch,none,0.00,,0
1736345280838.24,batch_13_020_32,none,163.14,finish,0
1736345281001.43,wait_valid_batch,none,0.00,,0
1736345281001.58,batch_13_021_32,none,163.17,finish,0
1736345281164.80,wait_valid_batch,none,0.00,,0
1736345281164.95,batch_13_022_32,none,163.13,finish,0
1736345281328.13,wait_valid_batch,none,0.00,,0
1736345281328.27,batch_13_023_32,none,163.20,finish,0
1736345281491.52,wait_valid_batch,none,0.00,,0
1736345281491.67,batch_13_024_32,none,163.18,finish,0
1736345281654.89,wait_valid_batch,none,0.00,,0
1736345281655.05,batch_13_025_32,none,163.18,finish,0
1736345281818.28,wait_valid_batch,none,0.00,,0
1736345281818.43,batch_13_026_32,none,163.15,finish,0
1736345281981.63,wait_valid_batch,none,0.00,,0
1736345281981.78,batch_13_027_32,none,163.17,finish,0
1736345282145.00,wait_valid_batch,none,0.00,,0
1736345282145.15,batch_13_028_32,none,163.12,finish,0
1736345282308.32,wait_valid_batch,none,0.00,,0
1736345282308.47,batch_13_029_32,none,163.22,finish,0
1736345282471.74,wait_valid_batch,none,0.00,,0
1736345282471.89,batch_13_030_32,none,163.12,finish,0
1736345282635.06,wait_valid_batch,none,0.00,,0
1736345282635.21,batch_13_031_20,none,229.25,finish,0
1736345282739.46,optimizer_step,none,118.29,,0
1736345282864.60,epoch_14_1000,none,5174.92,,0
1736345282864.70,wait_valid_batch,none,0.01,,0
1736345282864.92,batch_14_000_32,none,160.97,finish,0
1736345282864.92,global_batch_14_000_500,none,2589.40,finish,0
1736345283025.95,wait_valid_batch,none,0.01,,0
1736345283026.12,batch_14_001_32,none,163.56,finish,0
1736345283189.73,wait_valid_batch,none,0.25,,0
1736345283190.14,batch_14_002_32,none,164.40,finish,0
1736345283354.65,wait_valid_batch,none,0.01,,0
1736345283354.86,batch_14_003_32,none,163.92,finish,0
1736345283518.84,wait_valid_batch,none,0.01,,0
1736345283519.01,batch_14_004_32,none,163.58,finish,0
1736345283682.65,wait_valid_batch,none,0.00,,0
1736345283682.80,batch_14_005_32,none,163.53,finish,0
1736345283846.38,wait_valid_batch,none,0.00,,0
1736345283846.53,batch_14_006_32,none,163.53,finish,0
1736345284010.10,wait_valid_batch,none,0.00,,0
1736345284010.25,batch_14_007_32,none,163.48,finish,0
1736345284173.78,wait_valid_batch,none,0.00,,0
1736345284173.93,batch_14_008_32,none,163.87,finish,0
1736345284337.85,wait_valid_batch,none,0.00,,0
1736345284338.00,batch_14_009_32,none,163.56,finish,0
1736345284501.61,wait_valid_batch,none,0.00,,0
1736345284501.76,batch_14_010_32,none,163.53,finish,0
1736345284665.34,wait_valid_batch,none,0.00,,0
1736345284665.49,batch_14_011_32,none,163.27,finish,0
1736345284828.81,wait_valid_batch,none,0.00,,0
1736345284828.96,batch_14_012_32,none,163.22,finish,0
1736345284992.23,wait_valid_batch,none,0.00,,0
1736345284992.38,batch_14_013_32,none,163.13,finish,0
1736345285155.56,wait_valid_batch,none,0.00,,0
1736345285155.71,batch_14_014_32,none,163.25,finish,0
1736345285319.01,wait_valid_batch,none,0.00,,0
1736345285319.17,batch_14_015_20,none,135.13,finish,0
1736345285423.76,optimizer_step,none,19.80,,0
1736345285454.36,wait_valid_batch,none,0.00,,0
1736345285454.53,batch_14_016_32,none,160.05,finish,0
1736345285454.53,global_batch_14_016_500,none,2584.93,finish,0
1736345285614.63,wait_valid_batch,none,0.00,,0
1736345285614.78,batch_14_017_32,none,163.29,finish,0
1736345285778.12,wait_valid_batch,none,0.00,,0
1736345285778.26,batch_14_018_32,none,163.29,finish,0
1736345285941.60,wait_valid_batch,none,0.00,,0
1736345285941.75,batch_14_019_32,none,163.28,finish,0
1736345286105.07,wait_valid_batch,none,0.00,,0
1736345286105.22,batch_14_020_32,none,163.21,finish,0
1736345286268.47,wait_valid_batch,none,0.00,,0
1736345286268.62,batch_14_021_32,none,163.40,finish,0
1736345286432.07,wait_valid_batch,none,0.00,,0
1736345286432.22,batch_14_022_32,none,163.34,finish,0
1736345286595.61,wait_valid_batch,none,0.00,,0
1736345286595.76,batch_14_023_32,none,163.27,finish,0
1736345286759.07,wait_valid_batch,none,0.00,,0
1736345286759.22,batch_14_024_32,none,163.47,finish,0
1736345286922.75,wait_valid_batch,none,0.00,,0
1736345286922.90,batch_14_025_32,none,163.46,finish,0
1736345287086.41,wait_valid_batch,none,0.00,,0
1736345287086.56,batch_14_026_32,none,163.36,finish,0
1736345287249.97,wait_valid_batch,none,0.00,,0
1736345287250.12,batch_14_027_32,none,163.40,finish,0
1736345287413.56,wait_valid_batch,none,0.00,,0
1736345287413.71,batch_14_028_32,none,163.35,finish,0
1736345287577.10,wait_valid_batch,none,0.00,,0
1736345287577.25,batch_14_029_32,none,163.40,finish,0
1736345287740.69,wait_valid_batch,none,0.00,,0
1736345287740.84,batch_14_030_32,none,163.30,finish,0
1736345287904.19,wait_valid_batch,none,0.00,,0
1736345287904.34,batch_14_031_20,none,135.11,finish,0
1736345288009.10,optimizer_step,none,19.59,,0

